Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
El Cajon,2012,93710157,100562,932
El Cajon,2011,88512200,100116,884
El Cajon,2010,85984876,99637,863
El Cajon,2009,114827150,98133,1170
El Cajon,2008,89798746,97934,917
El Cajon,2007,94170290,97255,968
El Cajon,2006,86609542,96867,894
El Cajon,2005,77206256,97703,790
El Cajon,2004,68290726,97643,699
El Cajon,2003,73059484,96664,756
El Centro,2019,240673530,46248,5204
El Centro,2018,225441516,46315,4868
El Centro,2017,191853742,45628,4205
El Centro,2016,187931811,45170,4161
El Centro,2015,188044040,44847,4193
El Centro,2014,186089484,44311,4200
El Centro,2013,187880025,44327,4239
El Centro,2012,183693720,43396,4233
El Centro,2011,191898306,43145,4448
El Centro,2010,172003297,45365,3792
El Centro,2009,158045073,44259,3571
El Centro,2008,145645376,43316,3362
El Centro,2007,137001561,42071,3256
El Centro,2006,123301679,42002,2936
El Centro,2005,118717854,41030,2893
El Centro,2004,111350173,40509,2749
El Centro,2003,91855462,38881,2362
El Cerrito,2019,52548269,25459,2064
El Cerrito,2018,45311581,24939,1817
El Cerrito,2017,41991981,24600,1707
El Cerrito,2016,42035245,24378,1724
El Cerrito,2015,39239889,24288,1616
El Cerrito,2014,37826062,24087,1570
El Cerrito,2013,41196888,23910,1723
El Cerrito,2012,40228900,23774,1692
El Cerrito,2011,44791992,23648,1894
El Cerrito,2010,31973366,23666,1351
El Cerrito,2009,30833971,23440,1315
El Cerrito,2008,28499704,23320,1222
El Cerrito,2007,26498586,23194,1142
El Cerrito,2006,25832486,23471,1101
El Cerrito,2005,24072157,23407,1028
El Cerrito,2004,22515068,23398,962
El Cerrito,2003,28428466,23531,1208
El Monte,2019,116457158,117204,994
El Monte,2018,106591585,117204,909
El Monte,2017,99779480,114268,873
El Monte,2016,98916588,113885,869
El Monte,2015,97023814,115774,838
El Monte,2014,96931029,115064,842
El Monte,2013,89951265,114436,786
El Monte,2012,84827319,113912,745
El Monte,2011,83316686,113785,732
El Monte,2010,84030799,126464,664
El Monte,2009,78851608,126308,624
El Monte,2008,80785530,126053,641
El Monte,2007,83745724,126282,663
El Monte,2006,84755206,125352,676
El Monte,2005,80231961,125832,638
El Monte,2004,77524821,123455,628
El Monte,2003,82816213,121922,679
El Paso De Robles,2019,79289385,31244,2538
El Paso De Robles,2018,71036563,31559,2251
El Paso De Robles,2017,72496949,31745,2284
El Paso De Robles,2016,69766879,31398,2222
El Paso De Robles,2015,66998947,30522,2195
El Paso De Robles,2014,87865305,30469,2884
El Paso De Robles,2013,55975205,30504,1835
El Paso De Robles,2012,49521549,30225,1638
El Paso De Robles,2011,48449168,30022,1614
El Paso De Robles,2010,49984656,30072,1662
El Paso De Robles,2009,50189722,29949,1676
El Paso De Robles,2008,54251407,29934,1812
El Paso De Robles,2007,53441125,29514,1811
El Paso De Robles,2006,53984005,28969,1864
El Paso De Robles,2005,52443700,27964,1875
El Paso De Robles,2004,42583507,27216,1565
El Paso De Robles,2003,52641714,26856,1960
El Segundo,2019,136804585,17066,8016
El Segundo,2018,119937709,16784,7146
El Segundo,2017,119759909,16717,7164
El Segundo,2016,110746243,16646,6653
El Segundo,2015,107556020,17000,6327
El Segundo,2014,109361125,16897,6472
El Segundo,2013,93779039,16804,5581
El Segundo,2012,80761538,16720,4830
El Segundo,2011,83811834,16708,5016
El Segundo,2010,88865648,17049,5212
El Segundo,2009,75942353,16999,4467
El Segundo,2008,103218348,17002,6071
El Segundo,2007,81153074,17076,4752
El Segundo,2006,86855155,16965,5120
El Segundo,2005,82383381,17024,4839
El Segundo,2004,60676018,16861,3599
El Segundo,2003,59998366,16697,3593
Elk Grove,2019,206979364,174025,1189
Elk Grove,2018,166647884,172116,968
Elk Grove,2017,224110912,171059,1310
Elk Grove,2016,151382799,167965,901
Elk Grove,2015,132632417,162899,814
Elk Grove,2014,133792211,160688,833
Elk Grove,2013,109299077,159074,687
Elk Grove,2012,118088766,155937,757
Elk Grove,2011,122447509,154594,792
Elk Grove,2010,105218220,143885,731
Elk Grove,2009,145534742,141430,1029
Elk Grove,2008,179445061,139542,1286
Elk Grove,2007,151147413,136318,1109
Elk Grove,2006,168926068,130874,1291
Elk Grove,2005,161397206,121609,1327
Elk Grove,2004,177019189,109116,1622
Elk Grove,2003,126318913,85786,1472
Emeryville,2019,88387731,11885,7437
Emeryville,2018,82538990,11994,6882
Emeryville,2017,79176080,11854,6679
Emeryville,2016,67644569,11721,5771
Emeryville,2015,56116292,10570,5309
Emeryville,2014,65103573,10491,6206
Emeryville,2013,48898112,10269,4762
Emeryville,2012,41175892,10200,4037
Emeryville,2011,35691325,10125,3525
Emeryville,2010,39610940,10227,3873
Emeryville,2009,42778831,10087,4241
Emeryville,2008,39895889,9727,4102
Emeryville,2007,41740006,9163,4555
Emeryville,2006,38181850,8537,4473
Emeryville,2005,32995110,8261,3994
Emeryville,2004,33017938,7666,4307
Emeryville,2003,37769396,7538,5011
Encinitas,2019,122789147,63390,1937
Encinitas,2018,116734478,63158,1848
Encinitas,2017,92650211,62288,1487
Encinitas,2016,88899456,61928,1436
Encinitas,2015,97139162,61518,1579
Encinitas,2014,79766536,61204,1303
Encinitas,2013,86635441,60482,1432
Encinitas,2012,75787708,60346,1256
Encinitas,2011,97646493,59910,1630
Encinitas,2010,71269813,65171,1094
Encinitas,2009,71805741,64145,1119
Encinitas,2008,81396297,63864,1275
Encinitas,2007,98588706,63259,1558
Encinitas,2006,70796145,62815,1127
Encinitas,2005,66730567,62774,1063
Encinitas,2004,58112604,62586,929
Encinitas,2003,66920657,61153,1094
Escalon,2019,11361872,7765,1463
Escalon,2018,9851317,7558,1303
Escalon,2017,9506273,7205,1319
Escalon,2016,7995849,7065,1132
Escalon,2015,8672833,7413,1170
Escalon,2014,9002852,7323,1229
Escalon,2013,7956416,7208,1104
Escalon,2012,6627399,7206,920
Escalon,2011,6435580,7166,898
Escalon,2010,6401233,7185,891
Escalon,2009,7068242,7163,987
Escalon,2008,13979300,7131,1960
Escalon,2007,7487763,7091,1056
Escalon,2006,8748332,7044,1242
Escalon,2005,8426312,6912,1219
Escalon,2004,9092596,6706,1356
Escalon,2003,7568186,6640,1140
Escondido,2019,267930935,152739,1754
Escondido,2018,259619156,151478,1714
Escondido,2017,242699451,151492,1602
Escondido,2016,203909689,150760,1353
Escondido,2015,202184188,147294,1373
Escondido,2014,195799823,147102,1331
Escondido,2013,186407570,145908,1278
Escondido,2012,178437781,146064,1222
Escondido,2011,194281538,145196,1338
Escondido,2010,173616722,147514,1177
Escondido,2009,175810585,144831,1214
Escondido,2008,195991676,143389,1367
Escondido,2007,300180518,141788,2117
Escondido,2006,184985002,140766,1314
Escondido,2005,156155294,141350,1105
Escondido,2004,140424459,140505,999
Escondido,2003,141332685,138015,1024
Etna,2019,1848921,720,2568
Etna,2018,2023020,744,2719
Etna,2017,1427256,733,1947
Etna,2016,1459617,736,1983
Etna,2015,1062226,741,1434
Etna,2014,1274863,738,1727
Etna,2013,1102553,731,1508
Etna,2012,1550121,730,2123
Etna,2011,1568261,739,2122
Etna,2010,1194758,747,1599
Etna,2009,1223679,752,1627
Etna,2008,2335451,751,3110
Etna,2007,1928722,759,2541
Etna,2006,1371548,776,1767
Etna,2005,1109846,776,1430
Etna,2004,1409218,769,1833
Etna,2003,2850138,769,3706
Eureka,2019,70339764,26977,2607
Eureka,2018,64776590,26362,2457
Eureka,2017,67888267,27120,2503
Eureka,2016,55902988,26765,2089
Eureka,2015,51372217,26946,1906
Eureka,2014,45857497,26914,1704
Eureka,2013,47121850,27021,1744
Eureka,2012,50799057,26960,1884
Eureka,2011,68290629,27283,2503
Eureka,2010,39672923,26066,1522
Eureka,2009,38868020,26002,1495
Eureka,2008,43127132,26157,1649
Eureka,2007,41854188,27208,1538
Eureka,2006,41957219,27052,1551
Eureka,2005,40041234,26381,1518
Eureka,2004,31479747,26258,1199
Eureka,2003,33847994,26100,1297
Exeter,2019,12493118,11002,1136
Exeter,2018,12063454,11169,1080
Exeter,2017,10791251,10985,982
Exeter,2016,9476608,11047,858
Exeter,2015,10951896,10572,1036
Exeter,2014,9187651,10539,872
Exeter,2013,8646977,10487,825
Exeter,2012,8082617,10422,776
Exeter,2011,8793390,10395,846
Exeter,2010,8702442,10752,809
Exeter,2009,8940699,10665,838
Exeter,2008,9793728,10705,915
Exeter,2007,9825995,10730,916
Exeter,2006,8406808,10634,791
Exeter,2005,10320168,10357,996
Exeter,2004,8653802,9904,874
Exeter,2003,10903694,9606,1135
Fairfax,2019,11735656,7721,1520
Fairfax,2018,12566665,7534,1668
Fairfax,2017,10650564,7571,1407
Fairfax,2016,10420880,7426,1403
Fairfax,2015,9213301,7634,1207
Fairfax,2014,9901673,7541,1313
Fairfax,2013,8210705,7499,1095
Fairfax,2012,10663367,7522,1418
Fairfax,2011,8438478,7497,1126
Fairfax,2006,7339057,7326,1002
Fairfax,2005,5943404,7309,813
Fairfax,2004,5747534,7298,788
Fairfax,2003,5348354,7326,730
Fairfield,2019,242556997,117149,2070
Fairfield,2018,231879051,116156,1996
Fairfield,2017,212664771,114157,1863
Fairfield,2016,209674577,112637,1862
Fairfield,2015,189315730,111891,1692
Fairfield,2014,171655141,110018,1560
Fairfield,2013,168835893,108207,1560
Fairfield,2012,137081898,106379,1289
Fairfield,2011,132718188,104815,1266
Fairfield,2010,128079996,105955,1209
Fairfield,2009,140178345,106440,1317
Fairfield,2008,153293550,106753,1436
Fairfield,2007,155095354,105421,1471
Fairfield,2006,151153061,105601,1431
Fairfield,2005,191574841,105026,1824
Fairfield,2004,140300256,103599,1354
Fairfield,2003,128148194,102496,1250
Farmersville,2019,15707219,11358,1383
Farmersville,2018,13288567,11443,1161
Farmersville,2017,11223592,11248,998
Farmersville,2016,15065106,11161,1350
Farmersville,2015,9992782,10908,916
Farmersville,2014,8275608,10932,757
Farmersville,2013,6607326,10886,607
Farmersville,2012,6360517,10824,588
Farmersville,2011,7329533,10796,679
Farmersville,2010,8784272,10971,801
Farmersville,2009,6792940,10771,631
Farmersville,2008,11685009,10572,1105
Farmersville,2007,7398732,10466,707
Farmersville,2006,8351417,10416,802
Farmersville,2005,6411084,10240,626
Farmersville,2004,6370355,9774,652
Farmersville,2003,6236426,9242,675
Ferndale,2019,2154183,1335,1614
Ferndale,2018,1992919,1367,1458
Ferndale,2017,1831430,1445,1267
Ferndale,2016,1834320,1434,1279
Ferndale,2015,1826496,1369,1334
Ferndale,2014,2017278,1357,1487
Ferndale,2013,1730356,1366,1267
Ferndale,2012,14867594,1362,10916
Ferndale,2011,7458700,1375,5425
Ferndale,2010,1808108,1444,1252
Ferndale,2009,1664784,1441,1155
Ferndale,2008,3242450,1428,2271
Ferndale,2007,1615869,1411,1145
Ferndale,2006,1408665,1437,980
Ferndale,2005,1126969,1434,786
Ferndale,2004,1490595,1394,1069
Ferndale,2003,1612555,1409,1144
Fillmore,2019,23471854,15925,1474
Fillmore,2018,22334550,15953,1400
Fillmore,2017,19606333,15683,1250
Fillmore,2016,20837460,15529,1342
Fillmore,2015,21737283,15441,1408
Fillmore,2014,20893957,15339,1362
Fillmore,2013,16391655,15175,1080
Fillmore,2012,14362356,15145,948
Fillmore,2011,21305403,15120,1409
Fillmore,2010,12744262,15787,807
Fillmore,2009,21459160,15639,1372
Fillmore,2008,25851459,15641,1653
Fillmore,2007,20985384,15247,1376
Fillmore,2006,15722144,15180,1036
Fillmore,2005,12778478,15222,839
Fillmore,2004,10607563,15128,701
Fillmore,2003,9829903,14690,669
Firebaugh,2019,8965407,8132,1102
Firebaugh,2018,11229945,8112,1384
Firebaugh,2017,8852269,8202,1079
Firebaugh,2016,7722660,8154,947
Firebaugh,2015,8950227,7779,1151
Firebaugh,2014,8654881,7809,1108
Firebaugh,2013,8194292,7777,1054
Firebaugh,2012,7217508,7794,926
Firebaugh,2011,9605769,7619,1261
Firebaugh,2010,9243879,6941,1332
Firebaugh,2009,12668543,6807,1861
Firebaugh,2008,17386934,6811,2553
Firebaugh,2007,7003937,6692,1047
Firebaugh,2006,7942461,6710,1184
Firebaugh,2005,4431805,6741,657
Firebaugh,2004,4970721,6585,755
Firebaugh,2003,4070441,6172,660
Folsom,2019,186407180,79835,2335
Folsom,2018,166105302,78447,2117
Folsom,2017,151596736,78525,1931
Folsom,2016,121811943,77246,1577
Folsom,2015,121058401,74909,1616
Folsom,2014,127492885,74014,1723
Folsom,2013,108934288,72294,1507
Folsom,2012,114841139,72725,1579
Folsom,2011,101711650,72439,1404
Folsom,2010,114514297,71453,1603
Folsom,2009,124995675,71018,1760
Folsom,2008,133737213,72590,1842
Folsom,2007,147132146,70835,2077
Folsom,2006,134955985,69445,1943
Folsom,2005,122955113,68033,1807
Folsom,2004,106824917,65576,1629
Folsom,2003,105768964,63767,1659
Fontana,2019,263261630,212078,1241
Fontana,2018,248233645,212000,1171
Fontana,2017,195025640,212786,917
Fontana,2016,186737268,209895,890
Fontana,2015,154514293,204312,756
Fontana,2014,153387509,202177,759
Fontana,2013,154074714,200974,767
Fontana,2012,147904748,199898,740
Fontana,2011,151368604,198456,763
Fontana,2010,162895115,190356,856
Fontana,2009,154778167,189021,819
Fontana,2008,218409346,188498,1159
Fontana,2007,173835539,181640,957
Fontana,2006,150338616,165462,909
Fontana,2005,140528080,160015,878
Fontana,2004,126495322,154789,817
Fontana,2003,125935449,145770,864
Fort Bragg,2019,23557847,7478,3150
Fort Bragg,2018,24688777,7512,3287
Fort Bragg,2017,21359132,7772,2748
Fort Bragg,2016,19296062,7672,2515
Fort Bragg,2015,20153707,7343,2745
Fort Bragg,2014,15471398,7350,2105
Fort Bragg,2013,12901175,7311,1765
Fort Bragg,2012,12986882,7255,1790
Fort Bragg,2011,12651985,7308,1731
Fort Bragg,2010,14213454,6855,2073
Fort Bragg,2009,15340870,6868,2234
Fort Bragg,2008,11849696,6890,1720
Fort Bragg,2007,13502023,6917,1952
Fort Bragg,2006,12415066,6963,1783
Fort Bragg,2005,8881710,6963,1276
Fort Bragg,2004,9405906,6898,1364
Fort Bragg,2003,7319514,6862,1067
Fort Jones,2019,1451112,692,2097
Fort Jones,2018,1576043,739,2133
Fort Jones,2017,965962,710,1361
Fort Jones,2016,850008,710,1197
Fort Jones,2015,1525383,716,2130
Fort Jones,2014,1255881,715,1756
Fort Jones,2013,831629,749,1110
Fort Jones,2012,1084660,743,1460
Fort Jones,2011,788890,841,938
Fort Jones,2010,1014360,658,1542
Fort Jones,2009,1038561,655,1586
Fort Jones,2008,1710485,657,2603
Fort Jones,2007,962923,666,1446
Fort Jones,2006,652260,675,966
Fort Jones,2005,971646,672,1446
Fort Jones,2004,730474,660,1107
Fort Jones,2003,747141,656,1139
Fortuna,2019,19333216,12084,1600
Fortuna,2018,21349165,12042,1773
Fortuna,2017,16859500,11989,1406
Fortuna,2016,14981320,11848,1264
Fortuna,2015,16556263,12032,1376
Fortuna,2014,13357203,11902,1122
Fortuna,2013,12626031,11885,1062
Fortuna,2012,13019200,11840,1100
Fortuna,2011,13982684,11977,1167
Fortuna,2010,13428833,11364,1182
Fortuna,2009,12782512,11351,1126
Fortuna,2008,21147523,11374,1859
Fortuna,2007,36900769,11207,3293
Fortuna,2006,9084026,11314,803
Fortuna,2005,11063229,11250,983
Fortuna,2004,10976657,11075,991
Fortuna,2003,8958663,10880,823
Foster City,2019,99765200,33693,2961
Foster City,2018,88492140,33490,2642
Foster City,2017,56641949,33225,1705
Foster City,2016,25965855,33201,782
Foster City,2015,57464808,32390,1774
Foster City,2014,45478469,32168,1414
Foster City,2013,36608718,31120,1176
Foster City,2012,34406973,30895,1114
Foster City,2011,36575907,30790,1188
Foster City,2010,27844319,30719,906
Foster City,2009,31328719,30429,1030
Foster City,2008,29821346,30308,984
Foster City,2007,28848031,30269,953
Foster City,2006,27967158,29900,935
Foster City,2005,25621153,29876,858
Foster City,2004,23748435,29461,806
Foster City,2003,23799121,29828,798
Fountain Valley,2019,89733068,56652,1584
Fountain Valley,2018,81806729,56920,1437
Fountain Valley,2017,72893966,56709,1285
Fountain Valley,2016,79662270,56714,1405
Fountain Valley,2015,85816829,57021,1505
Fountain Valley,2014,60831596,56702,1073
Fountain Valley,2013,65894381,56180,1173
Fountain Valley,2012,59435429,55810,1065
Fountain Valley,2011,55617974,55423,1004
Fountain Valley,2010,53117425,58741,904
Fountain Valley,2009,63729625,58309,1093
Fountain Valley,2008,64220620,57925,1109
Fountain Valley,2007,54404215,57741,942
Fountain Valley,2006,50301770,57405,876
Fountain Valley,2005,48233433,57353,841
Fountain Valley,2004,42871203,56521,759
Fountain Valley,2003,48562102,56268,863
Fowler,2019,6698574,6605,1014
Fowler,2018,8298401,6241,1330
Fowler,2017,6998931,6091,1149
Fowler,2016,6224618,5944,1047
Fowler,2015,6371250,5957,1070
Fowler,2014,6860421,5883,1166
Fowler,2013,6466251,5801,1115
Fowler,2012,5592680,5756,972
Fowler,2011,5894041,5719,1031
Fowler,2010,5905921,5764,1025
Fowler,2009,5657423,5671,998
Fowler,2008,6844877,5572,1228
Fowler,2007,6680099,5293,1262
Fowler,2006,6423311,4855,1323
Fowler,2005,5325178,4729,1126
Fowler,2004,3994902,4600,868
Fowler,2003,3864853,4273,904
Fremont,2019,379816355,232532,1633
Fremont,2018,345449358,235439,1467
Fremont,2017,327696785,231664,1415
Fremont,2016,303009570,229324,1321
Fremont,2015,258569007,226551,1141
Fremont,2014,241173954,223972,1077
Fremont,2013,211801362,219926,963
Fremont,2012,272253332,217700,1251
Fremont,2011,195202409,215711,905
Fremont,2010,189120679,218128,867
Fremont,2009,286448345,215636,1328
Fremont,2008,225742583,213512,1057
Fremont,2007,198961378,211662,940
Fremont,2006,169921022,210158,809
Fremont,2005,180057500,210445,856
Fremont,2004,176554365,209080,844
Fremont,2003,170104533,208998,814
Fresno,2019,933727329,536683,1740
Fresno,2018,846454529,538330,1572
Fresno,2017,888040598,525832,1689
Fresno,2016,709942151,520453,1364
Fresno,2015,702949482,520159,1351
Fresno,2014,757249772,515609,1469
Fresno,2013,671481628,508453,1321
Fresno,2012,662487731,505009,1312
Fresno,2011,656537330,500121,1313
Fresno,2010,816690315,502303,1626
Fresno,2009,774079620,495913,1561
Fresno,2008,725989810,486116,1493
Fresno,2007,630142678,481035,1310
Fresno,2006,584047003,471479,1239
Fresno,2005,615772844,464727,1325
Fresno,2004,476104540,456143,1044
Fresno,2003,436654712,448453,974
Fullerton,2019,219220810,142824,1535
Fullerton,2018,226327343,144214,1569
Fullerton,2017,188873974,142234,1328
Fullerton,2016,175581951,142457,1233
Fullerton,2015,214231821,141042,1519
Fullerton,2014,169834146,140131,1212
Fullerton,2013,155217157,138251,1123
Fullerton,2012,151508216,137481,1102
Fullerton,2011,143415035,135574,1058
Fullerton,2010,137759521,138610,994
Fullerton,2009,154351577,137624,1122
Fullerton,2008,150903243,137437,1098
Fullerton,2007,143793689,137367,1047
Fullerton,2006,125578137,136428,920
Fullerton,2005,124692669,135672,919
Fullerton,2004,119717461,134187,892
Fullerton,2003,104429063,131474,794
Galt,2019,43918150,26489,1658
Galt,2018,38006951,26018,1461
Galt,2017,38264683,25693,1489
Galt,2016,49999456,25450,1965
Galt,2015,38042565,24607,1546
Galt,2014,35352239,24289,1455
Galt,2013,30324342,24185,1254
Galt,2012,41857302,24076,1739
Galt,2011,45897360,23767,1931
Galt,2010,41138125,24264,1695
Galt,2009,31363985,24133,1300
Galt,2008,32438833,23913,1357
Galt,2007,35151742,23469,1498
Galt,2006,36433893,22982,1585
Galt,2005,32912485,22955,1434
Galt,2004,25339600,22151,1144
Galt,2003,18187795,22005,827
Garden Grove,2019,311085256,175155,1776
Garden Grove,2018,282314430,176896,1596
Garden Grove,2017,253820111,176277,1440
Garden Grove,2016,206282269,177303,1163
Garden Grove,2015,177954521,174774,1018
Garden Grove,2014,165043840,173953,949
Garden Grove,2013,188936340,173075,1092
Garden Grove,2012,154176965,172648,893
Garden Grove,2011,171535287,171327,1001
Garden Grove,2010,176933447,175618,1007
Garden Grove,2009,151459848,174715,867
Garden Grove,2008,157904038,173067,912
Garden Grove,2007,153309062,172781,887
Garden Grove,2006,146241161,171765,851
Garden Grove,2005,141688089,172042,824
Garden Grove,2004,125506482,171042,734
Garden Grove,2003,122952802,169911,724
Gardena,2019,105948453,61042,1736
Gardena,2018,101896908,61246,1664
Gardena,2017,94649948,60721,1559
Gardena,2016,89848326,60785,1478
Gardena,2015,96359902,60414,1595
Gardena,2014,86170929,60082,1434
Gardena,2013,77964564,59566,1309
Gardena,2012,77554121,59124,1312
Gardena,2011,74022198,59009,1254
Gardena,2010,91978626,61927,1485
Gardena,2009,81848107,61810,1324
Gardena,2008,75954136,61781,1229
Gardena,2007,69805494,61947,1127
Gardena,2006,67208727,61513,1093
Gardena,2005,57592426,61072,943
Gardena,2004,52149555,60649,860
Gardena,2003,48438439,60120,806
Gilroy,2019,125345516,55928,2241
Gilroy,2018,122687359,55615,2206
Gilroy,2017,112074851,55936,2004
Gilroy,2016,98555795,55170,1786
Gilroy,2015,84697076,53000,1598
Gilroy,2014,76203320,52413,1454
Gilroy,2013,69772278,51544,1354
Gilroy,2012,73549973,50158,1466
Gilroy,2011,130123837,49391,2635
Gilroy,2010,65499455,52027,1259
Gilroy,2009,73534688,51508,1428
Gilroy,2008,66082813,51173,1291
Gilroy,2007,85648532,49649,1725
Gilroy,2006,72167530,48527,1487
Gilroy,2005,87762328,47671,1841
Gilroy,2004,63957978,46195,1385
Gilroy,2003,64950590,44975,1444
Glendale,2019,807278504,206283,3913
Glendale,2018,751061944,205536,3654
Glendale,2017,729003107,201748,3613
Glendale,2016,618652924,201668,3068
Glendale,2015,602217493,199182,3023
Glendale,2014,617175749,195799,3152
Glendale,2013,568538257,193652,2936
Glendale,2012,551839737,192654,2864
Glendale,2011,558807946,192473,2903
Glendale,2010,520092509,207902,2502
Glendale,2009,529578870,207303,2555
Glendale,2008,636656377,207157,3073
Glendale,2007,524354362,207157,2531
Glendale,2006,465056207,206308,2254
Glendale,2005,414572293,207007,2003
Glendale,2004,433020953,205341,2109
Glendale,2003,522248596,202747,2576
Glendora,2019,67108532,52122,1288
Glendora,2018,64330968,52703,1221
Glendora,2017,61843618,52608,1176
Glendora,2016,50310891,52362,961
Glendora,2015,55989949,51463,1088
Glendora,2014,52181576,51290,1017
Glendora,2013,49090448,50666,969
Glendora,2012,42456312,50361,843
Glendora,2011,47407353,50260,943
Glendora,2010,45771410,52830,866
Glendora,2009,51148037,52474,975
Glendora,2008,43873495,52362,838
Glendora,2007,44804614,52557,852
Glendora,2006,50614337,52199,970
Glendora,2005,45633821,52373,871
Glendora,2004,31992125,51976,616
Glendora,2003,41989288,51470,816
Goleta,2019,42640873,32759,1302
Goleta,2018,40351974,31949,1263
Goleta,2017,43172260,31760,1359
Goleta,2016,39797681,31235,1274
Goleta,2015,42878833,30765,1394
Goleta,2014,36195112,30202,1198
Goleta,2013,32074584,29962,1071
Goleta,2012,27633174,29930,923
Goleta,2011,35178622,30032,1171
Goleta,2010,19659027,31099,632
Goleta,2009,21141756,30476,694
Goleta,2008,20733053,30400,682
Goleta,2007,24100545,30169,799
Goleta,2006,23173284,30290,765
Goleta,2005,18939844,30679,617
Goleta,2004,16839392,30838,546
Goleta,2003,18753983,47106,398
Gonzales,2019,12546045,8677,1446
Gonzales,2018,14543538,8587,1694
Gonzales,2017,12090549,8549,1414
Gonzales,2016,14626976,8473,1726
Gonzales,2015,11680890,8357,1398
Gonzales,2014,9995552,8383,1192
Gonzales,2013,8345781,8296,1006
Gonzales,2012,8192352,8269,991
Gonzales,2011,8168356,8224,993
Gonzales,2010,8271075,9114,908
Gonzales,2009,9529901,9025,1056
Gonzales,2008,11460269,8803,1302
Gonzales,2007,11172808,8737,1279
Gonzales,2006,12396548,8455,1466
Gonzales,2005,6548557,8374,782
Gonzales,2004,7760825,8424,921
Gonzales,2003,6095195,8286,736
Grand Terrace,2019,7776230,12654,615
Grand Terrace,2018,9315228,12524,744
Grand Terrace,2017,8345464,12435,671
Grand Terrace,2016,6316728,12315,513
Grand Terrace,2015,7272727,12352,589
Grand Terrace,2014,9041850,12285,736
Grand Terrace,2013,7693414,12270,627
Grand Terrace,2012,7616001,12157,626
Grand Terrace,2011,9003162,12109,744
Grand Terrace,2010,7397414,12717,582
Grand Terrace,2009,7965314,12484,638
Grand Terrace,2008,10325760,12543,823
Grand Terrace,2007,8734020,12380,705
Grand Terrace,2006,8958878,12380,724
Grand Terrace,2005,6633956,12392,535
Grand Terrace,2004,6392189,12227,523
Grand Terrace,2003,5292230,12090,438
Grass Valley,2019,31516578,12769,2468
Grass Valley,2018,31803278,13041,2439
Grass Valley,2017,23529071,12859,1830
Grass Valley,2016,25701124,12955,1984
Grass Valley,2015,30747000,12925,2379
Grass Valley,2014,33153107,12668,2617
Grass Valley,2013,16882952,12657,1334
Grass Valley,2012,26288707,12638,2080
Grass Valley,2011,20134356,12883,1563
Grass Valley,2010,20260129,12746,1590
Grass Valley,2009,24532283,12817,1914
Grass Valley,2008,20075808,12929,1553
Grass Valley,2007,20260727,12958,1564
Grass Valley,2006,17919341,13031,1375
Grass Valley,2005,15248889,13006,1172
Grass Valley,2004,16453345,12060,1364
Grass Valley,2003,16975149,11999,1415
Greenfield,2019,19445375,18009,1080
Greenfield,2018,16544392,18007,919
Greenfield,2017,19846581,17866,1111
Greenfield,2016,26571207,17446,1523
Greenfield,2015,12300450,16870,729
Greenfield,2014,9376634,16919,554
Greenfield,2013,7862714,16729,470
Greenfield,2012,9518104,16510,577
Greenfield,2011,10083016,16402,615
Greenfield,2010,9627594,17898,538
Greenfield,2009,10583576,17547,603
Greenfield,2008,12115714,17316,700
Greenfield,2007,12339120,16629,742
Greenfield,2006,16199937,15335,1056
Greenfield,2005,12070285,13316,906
Greenfield,2004,7149898,13167,543
Greenfield,2003,5562271,12948,430
Gridley,2019,16628332,7224,2302
Gridley,2018,14908451,6937,2149
Gridley,2017,14771594,6704,2203
Gridley,2016,15617268,6575,2375
Gridley,2015,16057748,6780,2368
Gridley,2014,14788236,6739,2194
Gridley,2013,14739307,6723,2192
Gridley,2012,19163752,6576,2914
Gridley,2011,14054961,6609,2127
Gridley,2010,15094096,6454,2339
Gridley,2009,17095847,6417,2664
Gridley,2008,16242095,6403,2537
Gridley,2007,14150673,6167,2295
Gridley,2006,14811844,5949,2490
Gridley,2005,12477954,5702,2188
Gridley,2004,11385470,5769,1974
Gridley,2003,10858446,5745,1890
Grover Beach,2019,20547817,13533,1518
Grover Beach,2018,17272579,13560,1274
Grover Beach,2017,18495518,13438,1376
Grover Beach,2016,16946607,13397,1265
Grover Beach,2015,14924259,13144,1135
Grover Beach,2014,14192631,13153,1079
Grover Beach,2013,13477443,13211,1020
Grover Beach,2012,13213417,13162,1004
Grover Beach,2011,13112886,13244,990
Grover Beach,2010,14431084,13276,1087
Grover Beach,2009,14766833,13254,1114
Grover Beach,2008,13792141,13213,1044
Grover Beach,2007,13053995,13085,998
Grover Beach,2006,10829640,13213,820
Grover Beach,2005,10280820,13228,777
Grover Beach,2004,12246615,13254,924
Grover Beach,2003,10627744,13093,812
Guadalupe,2019,10804486,7839,1378
Guadalupe,2018,10151744,7604,1335
Guadalupe,2017,8548762,7414,1153
Guadalupe,2016,8516278,7348,1159
Guadalupe,2015,7233072,7205,1004
Guadalupe,2014,6794541,7144,951
Guadalupe,2013,7833648,7100,1103
Guadalupe,2012,11943994,7097,1683
Guadalupe,2011,5645937,7115,794
Guadalupe,2010,6093946,6570,928
Guadalupe,2009,10733547,6534,1643
Guadalupe,2008,6577853,6541,1006
Guadalupe,2007,5979196,6397,935
Guadalupe,2006,7015888,6423,1092
Guadalupe,2005,5320275,6296,845
