Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
National City,2010,54572745,57799,944
National City,2009,56541449,56522,1000
National City,2008,56032399,61194,916
National City,2007,55446158,61115,907
National City,2006,57057224,63537,898
National City,2005,57538098,63773,902
National City,2004,56526065,57047,991
National City,2003,44505977,59774,745
Needles,2019,30212256,5085,5941
Needles,2018,18591308,5177,3591
Needles,2017,19492957,5044,3865
Needles,2016,5491173,5035,1091
Needles,2015,5740288,4940,1162
Needles,2014,5498846,4908,1120
Needles,2013,6264027,4912,1275
Needles,2012,6151413,4894,1257
Needles,2011,6539921,4874,1342
Needles,2010,6163455,5809,1061
Needles,2009,17878627,5793,3086
Needles,2008,11198452,5807,1928
Needles,2007,8430220,5759,1464
Needles,2006,7170288,5681,1262
Needles,2005,8523449,5553,1535
Needles,2004,6822861,5386,1267
Needles,2003,6830421,5225,1307
Nevada City,2019,9343441,3122,2993
Nevada City,2018,9815095,3226,3042
Nevada City,2017,8746086,3208,2726
Nevada City,2016,9166851,3260,2812
Nevada City,2015,8308656,3194,2601
Nevada City,2014,7809752,3016,2589
Nevada City,2013,7428008,3069,2420
Nevada City,2012,6991340,3062,2283
Nevada City,2011,7661035,3121,2455
Nevada City,2010,6022795,3040,1981
Nevada City,2009,6474262,3043,2128
Nevada City,2008,9113577,3074,2965
Nevada City,2007,8831456,3079,2868
Nevada City,2006,7635639,3088,2473
Nevada City,2005,5707525,3050,1871
Nevada City,2004,4729065,2995,1579
Nevada City,2003,4435725,3031,1463
Newark,2019,91110124,48712,1870
Newark,2018,81367841,47467,1714
Newark,2017,76407675,45422,1682
Newark,2016,64404951,44733,1440
Newark,2015,51954947,44204,1175
Newark,2014,47445110,43856,1082
Newark,2013,42011267,43342,969
Newark,2012,40648658,43041,944
Newark,2011,39966962,42764,935
Newark,2010,36967353,44380,833
Newark,2009,38664996,44035,878
Newark,2008,40310548,43872,919
Newark,2007,39900862,43693,913
Newark,2006,40928654,43486,941
Newark,2005,35641584,43708,815
Newark,2004,35943125,43753,822
Newark,2003,45756450,43958,1041
Newman,2019,13038899,11738,1111
Newman,2018,11756761,11801,996
Newman,2017,10997113,11165,985
Newman,2016,10275882,10840,948
Newman,2015,9302457,10753,865
Newman,2014,9142644,10668,857
Newman,2013,8679022,10643,815
Newman,2012,8477703,10567,802
Newman,2011,11629881,10505,1107
Newman,2010,8339470,10824,770
Newman,2009,8534532,10739,795
Newman,2008,8944987,10586,845
Newman,2007,11139513,10302,1081
Newman,2006,10427589,10140,1028
Newman,2005,10682254,9134,1170
Newman,2004,8088517,8312,973
Newman,2003,6589992,7763,849
Newport Beach,2019,330848923,87180,3795
Newport Beach,2018,304716015,87182,3495
Newport Beach,2017,308182384,84915,3629
Newport Beach,2016,259706253,84270,3082
Newport Beach,2015,264904772,87249,3036
Newport Beach,2014,235707315,86874,2713
Newport Beach,2013,232827716,86436,2694
Newport Beach,2012,220967088,85990,2570
Newport Beach,2011,330047203,85376,3866
Newport Beach,2010,200831916,86738,2315
Newport Beach,2009,200151445,86252,2321
Newport Beach,2008,207142619,84554,2450
Newport Beach,2007,195387001,84218,2320
Newport Beach,2006,177303224,83361,2127
Newport Beach,2005,175141775,83120,2107
Newport Beach,2004,151075104,80831,1869
Newport Beach,2003,138532404,79987,1732
Norco,2019,53558820,26386,2030
Norco,2018,45980777,26761,1718
Norco,2017,42173626,26882,1569
Norco,2016,41509753,26896,1543
Norco,2015,50740584,25891,1960
Norco,2014,39303722,26582,1479
Norco,2013,36311164,26626,1364
Norco,2012,34104153,27053,1261
Norco,2011,28687527,27060,1060
Norco,2010,29229523,27370,1068
Norco,2009,35296133,27160,1300
Norco,2008,37479342,27255,1375
Norco,2007,37271165,27361,1362
Norco,2006,39308336,27263,1442
Norco,2005,33862006,26703,1268
Norco,2004,48439435,25488,1900
Norco,2003,33861672,25245,1341
Norwalk,2019,118281655,106744,1108
Norwalk,2018,108338567,107546,1007
Norwalk,2017,104100575,105526,986
Norwalk,2016,96194767,105292,914
Norwalk,2015,116221670,107166,1085
Norwalk,2014,96393673,106630,904
Norwalk,2013,89503953,106093,844
Norwalk,2012,82696965,105714,782
Norwalk,2011,88156296,105808,833
Norwalk,2010,82638260,109817,753
Norwalk,2009,80179412,109567,732
Norwalk,2008,81213420,109695,740
Norwalk,2007,75060489,110040,682
Norwalk,2006,77918762,109681,710
Norwalk,2005,65348333,110178,593
Norwalk,2004,58461056,109474,534
Norwalk,2003,56281706,108699,518
Novato,2019,58114482,54115,1074
Novato,2018,50193925,54551,920
Novato,2017,52177304,54522,957
Novato,2016,51877876,54749,948
Novato,2015,50357615,53575,940
Novato,2014,48985034,52967,925
Novato,2013,46725568,52554,889
Novato,2012,47398234,52447,904
Novato,2011,42462181,52311,812
Novato,2010,39873416,53357,747
Novato,2009,43310060,52921,818
Novato,2008,46395226,52737,880
Novato,2007,49244232,52426,939
Novato,2006,62664318,51130,1226
Novato,2005,54575895,50586,1079
Novato,2004,48339457,49379,979
Novato,2003,39361880,48648,809
Oakdale,2019,36142038,23807,1518
Oakdale,2018,32094235,23324,1376
Oakdale,2017,29669057,22711,1306
Oakdale,2016,27755282,22348,1242
Oakdale,2015,32768358,21773,1505
Oakdale,2014,23042036,21442,1075
Oakdale,2013,22334311,21234,1052
Oakdale,2012,18950603,20947,905
Oakdale,2011,28509602,20839,1368
Oakdale,2010,21026663,19854,1059
Oakdale,2009,17181345,19608,876
Oakdale,2008,20380113,19337,1054
Oakdale,2007,23499199,18628,1261
Oakdale,2006,19998808,17856,1120
Oakdale,2005,21963215,17439,1259
Oakdale,2004,20652139,17119,1206
Oakdale,2003,16649573,16730,995
Oakland,2019,1814310000,432897,4191
Oakland,2018,1742838788,428827,4064
Oakland,2017,1605495000,426074,3768
Oakland,2016,1543150656,422856,3649
Oakland,2015,1567081553,410603,3817
Oakland,2014,1401602366,404355,3466
Oakland,2013,1920289579,399326,4809
Oakland,2012,1260028233,395341,3187
Oakland,2011,1149674905,392932,2926
Oakland,2010,1140252379,430666,2648
Oakland,2009,1085202565,425068,2553
Oakland,2008,1382377521,420183,3290
Oakland,2007,1190506697,415492,2865
Oakland,2006,1101262247,411755,2675
Oakland,2005,1056442057,412318,2562
Oakland,2004,993247446,411609,2413
Oakland,2003,1595404225,412164,3871
Oakley,2019,36409941,41759,872
Oakley,2018,39850149,41742,955
Oakley,2017,32305975,41199,784
Oakley,2016,31396417,40141,782
Oakley,2015,22593388,38789,582
Oakley,2014,21000586,38075,552
Oakley,2013,22286241,37252,598
Oakley,2012,19364082,36532,530
Oakley,2011,41369982,35997,1149
Oakley,2010,22924875,35646,643
Oakley,2009,20887716,34468,606
Oakley,2008,28093664,33210,846
Oakley,2007,39634455,31906,1242
Oakley,2006,30584442,29074,1052
Oakley,2005,35833454,28265,1268
Oakley,2004,14206812,27530,516
Oakley,2003,13417516,27001,497
Oceanside,2019,445455243,178021,2502
Oceanside,2018,416659379,177362,2349
Oceanside,2017,375277300,176461,2127
Oceanside,2016,357356109,175948,2031
Oceanside,2015,285674742,171682,1664
Oceanside,2014,276763317,171183,1617
Oceanside,2013,271624086,169350,1604
Oceanside,2012,235231977,169319,1389
Oceanside,2011,240054998,168173,1427
Oceanside,2010,230950270,183095,1261
Oceanside,2009,241674945,179681,1345
Oceanside,2008,260350055,178806,1456
Oceanside,2007,234687537,176644,1329
Oceanside,2006,285155944,174925,1630
Oceanside,2005,220942188,175085,1262
Oceanside,2004,190955893,173307,1102
Oceanside,2003,184741047,169805,1088
Ojai,2019,13239031,7769,1704
Ojai,2018,11845922,7679,1543
Ojai,2017,11790977,7553,1561
Ojai,2016,11119660,7477,1487
Ojai,2015,11335593,7612,1489
Ojai,2014,11283424,7594,1486
Ojai,2013,10802126,7548,1431
Ojai,2012,10447576,7535,1387
Ojai,2011,15388269,7511,2049
Ojai,2010,9371738,8226,1139
Ojai,2009,9650003,8157,1183
Ojai,2008,10551836,8156,1294
Ojai,2007,9823843,8133,1208
Ojai,2006,9100004,8156,1116
Ojai,2005,7812430,8153,958
Ojai,2004,6150622,8097,760
Ojai,2003,7267752,7991,909
Ontario,2019,566880953,178268,3180
Ontario,2018,531282014,177589,2992
Ontario,2017,470941612,174283,2702
Ontario,2016,388148393,169869,2285
Ontario,2015,366957539,168777,2174
Ontario,2014,402537092,167382,2405
Ontario,2013,297425689,166866,1782
Ontario,2012,325482281,166134,1959
Ontario,2011,280779647,165392,1698
Ontario,2010,264685363,174536,1517
Ontario,2009,286717742,173188,1656
Ontario,2008,385441180,173690,2219
Ontario,2007,391995412,172701,2270
Ontario,2006,291977716,171113,1706
Ontario,2005,298616489,170373,1753
Ontario,2004,209306584,167921,1246
Ontario,2003,208991159,165678,1261
Orange,2019,205333281,141691,1449
Orange,2018,179365634,141952,1264
Orange,2017,179818718,140882,1276
Orange,2016,160276908,141420,1133
Orange,2015,165153703,140094,1179
Orange,2014,154424345,139279,1109
Orange,2013,147030133,138792,1059
Orange,2012,144159020,138010,1045
Orange,2011,174328725,136995,1273
Orange,2010,135224321,142708,948
Orange,2009,147698700,141634,1043
Orange,2008,151736816,140849,1077
Orange,2007,153976629,138640,1111
Orange,2006,137058766,137801,995
Orange,2005,127083641,137751,923
Orange,2004,117569019,136701,860
Orange,2003,109741082,134523,816
Orange Cove,2019,7601539,9975,762
Orange Cove,2018,8344098,9469,881
Orange Cove,2017,8434820,9369,900
Orange Cove,2016,11011540,9220,1194
Orange Cove,2015,8266731,9358,883
Orange Cove,2014,7694276,9410,818
Orange Cove,2013,6992838,9353,748
Orange Cove,2012,6874575,9319,738
Orange Cove,2011,15343646,9198,1668
Orange Cove,2010,6107681,11049,553
Orange Cove,2009,10884888,10930,996
Orange Cove,2008,8407396,10774,780
Orange Cove,2007,7069801,10544,671
Orange Cove,2006,9575420,9639,993
Orange Cove,2005,10139181,9297,1091
Orange Cove,2004,8814915,9255,952
Orange Cove,2003,8072302,8739,924
Orinda,2019,25997944,19475,1335
Orinda,2018,24203134,19199,1261
Orinda,2017,20714310,18935,1094
Orinda,2016,27456245,18749,1464
Orinda,2015,28421961,18612,1527
Orinda,2014,16856039,18089,932
Orinda,2013,14430059,17925,805
Orinda,2012,11606925,17819,651
Orinda,2011,12669396,17712,715
Orinda,2010,12277457,17866,687
Orinda,2009,13141812,17669,744
Orinda,2008,14326830,17542,817
Orinda,2007,13422622,17517,766
Orinda,2006,22650306,17693,1280
Orinda,2005,10760859,17797,605
Orinda,2004,9568255,17757,539
Orinda,2003,10734593,17830,602
Orland,2019,11015355,8337,1321
Orland,2018,9169481,7932,1156
Orland,2017,7897960,7812,1011
Orland,2016,7878276,7676,1026
Orland,2015,6440452,7814,824
Orland,2014,7208395,7683,938
Orland,2013,5728023,7626,751
Orland,2012,7637604,7541,1013
Orland,2011,9238028,7501,1232
Orland,2010,7236834,7501,965
Orland,2009,6443271,7420,868
Orland,2008,8499075,7353,1156
Orland,2007,5516283,7189,767
Orland,2006,5685736,6992,813
Orland,2005,4925019,6675,738
Orland,2004,3881847,6529,595
Orland,2003,3841648,6381,602
Oroville,2019,32001890,21773,1470
Oroville,2018,24013542,18144,1323
Oroville,2017,26478735,18037,1468
Oroville,2016,24016006,17996,1335
Oroville,2015,19786923,16197,1222
Oroville,2014,21207542,15980,1327
Oroville,2013,21197190,15979,1327
Oroville,2012,23740122,15563,1525
Oroville,2011,20020617,15609,1283
Oroville,2010,18059020,14687,1230
Oroville,2009,20871865,14639,1426
Oroville,2008,24911473,14490,1719
Oroville,2007,28517219,14443,1974
Oroville,2006,18520114,13550,1367
Oroville,2005,17119595,13369,1281
Oroville,2004,15276278,13344,1145
Oroville,2003,13433146,13271,1012
Oxnard,2019,437184067,209879,2083
Oxnard,2018,399987854,206499,1937
Oxnard,2017,361095108,207772,1738
Oxnard,2016,313279579,206997,1513
Oxnard,2015,309059607,206148,1499
Oxnard,2014,316575281,203645,1555
Oxnard,2013,301851257,200855,1503
Oxnard,2012,314633554,200390,1570
Oxnard,2011,369129262,199722,1848
Oxnard,2010,280520910,200004,1403
Oxnard,2009,278029217,197067,1411
Oxnard,2008,316962586,194905,1626
Oxnard,2007,328768402,192997,1703
Oxnard,2006,323175789,189990,1701
Oxnard,2005,296752086,188849,1571
Oxnard,2004,353557169,186122,1900
Oxnard,2003,203078410,181763,1117
Pacific Grove,2019,34823044,15883,2192
Pacific Grove,2018,34787216,15660,2221
Pacific Grove,2017,33178252,15498,2141
Pacific Grove,2016,28294602,15352,1843
Pacific Grove,2015,24622550,15388,1600
Pacific Grove,2014,25993959,15431,1685
Pacific Grove,2013,24393663,15268,1598
Pacific Grove,2012,23412963,15219,1538
Pacific Grove,2011,23777233,15114,1573
Pacific Grove,2010,23223154,15683,1481
Pacific Grove,2009,23766727,15536,1530
Pacific Grove,2008,25996409,15472,1680
Pacific Grove,2007,26521708,15444,1717
Pacific Grove,2006,19025935,15305,1243
Pacific Grove,2005,23898552,15480,1544
Pacific Grove,2004,18879538,15577,1212
Pacific Grove,2003,20392755,15545,1312
Pacifica,2019,64622774,38674,1671
Pacifica,2018,58685820,38418,1528
Pacifica,2017,54665265,38124,1434
Pacifica,2016,53407419,37806,1413
Pacifica,2015,60370905,38551,1566
Pacifica,2014,48053654,38292,1255
Pacifica,2013,41444256,37948,1092
Pacifica,2012,41407961,37658,1100
Pacifica,2011,40603392,37526,1082
Pacifica,2010,40394170,40431,999
Pacifica,2009,62779957,39995,1570
Pacifica,2008,47821995,39616,1207
Pacifica,2007,39292725,39251,1001
Pacifica,2006,39032314,38739,1008
Pacifica,2004,32509631,38186,851
Palm Desert,2019,111757506,53625,2084
Palm Desert,2018,98652573,52769,1870
Palm Desert,2017,100330476,50740,1977
Palm Desert,2016,107789584,49335,2185
Palm Desert,2015,101844520,51053,1995
Palm Desert,2014,99365986,50417,1971
Palm Desert,2013,88739590,49949,1777
Palm Desert,2012,72748164,49471,1471
Palm Desert,2011,77623228,49111,1581
Palm Desert,2010,78158606,52067,1501
Palm Desert,2009,74914551,51509,1454
Palm Desert,2008,96091240,50907,1888
Palm Desert,2007,103595674,49752,2082
Palm Desert,2006,88455760,49539,1786
Palm Desert,2005,76785595,49280,1558
Palm Desert,2004,58591906,44812,1308
Palm Desert,2003,74825908,43917,1704
Palm Springs,2019,271251311,48733,5566
Palm Springs,2018,236620171,47706,4960
Palm Springs,2017,218531931,47379,4612
Palm Springs,2016,175907293,46654,3770
Palm Springs,2015,159185569,46611,3415
Palm Springs,2014,155236560,46135,3365
Palm Springs,2013,137328685,45712,3004
Palm Springs,2012,136926255,45279,3024
Palm Springs,2011,121988311,45002,2711
Palm Springs,2010,114363462,48040,2381
Palm Springs,2009,133037623,47601,2795
Palm Springs,2008,127641720,47251,2701
Palm Springs,2007,134629093,46858,2873
Palm Springs,2006,113909520,46437,2453
Palm Springs,2005,105519449,45731,2307
Palm Springs,2004,171885287,44260,3884
Palm Springs,2003,98237799,43997,2233
Palmdale,2019,143164279,157854,907
Palmdale,2018,127700535,158905,804
Palmdale,2017,121014494,158605,763
Palmdale,2016,121099608,160072,757
Palmdale,2015,119328006,157009,760
Palmdale,2014,107539595,155657,691
Palmdale,2013,94585459,154535,612
Palmdale,2012,87681731,153708,570
Palmdale,2011,95752345,153334,624
Palmdale,2010,85091683,152622,558
Palmdale,2009,89024373,151346,588
Palmdale,2008,98041691,147897,663
Palmdale,2007,112258768,145468,772
Palmdale,2006,108267589,141012,768
Palmdale,2005,85425892,136734,625
Palmdale,2004,63175812,131295,481
Palmdale,2003,71121891,127225,559
Palo Alto,2019,701560301,69397,10109
Palo Alto,2018,642327689,69721,9213
Palo Alto,2017,577910583,68691,8413
Palo Alto,2016,482352538,68207,7072
Palo Alto,2015,469159452,66932,7009
Palo Alto,2014,454722108,66861,6801
Palo Alto,2013,471680558,66368,7107
Palo Alto,2012,469550000,65544,7164
Palo Alto,2011,412252000,64943,6348
Palo Alto,2010,491995000,65408,7522
Palo Alto,2009,418839000,64484,6495
Palo Alto,2008,402989000,63367,6360
Palo Alto,2007,367475000,62615,5869
Palo Alto,2006,356168000,62148,5731
Palo Alto,2005,304096000,61674,4931
Palo Alto,2004,285626006,60246,4741
Palo Alto,2003,305150000,60465,5047
Palos Verdes Estates,2019,23943111,13544,1768
Palos Verdes Estates,2018,17397356,13519,1287
Palos Verdes Estates,2017,21187153,13663,1551
Palos Verdes Estates,2016,19129081,13712,1395
Palos Verdes Estates,2015,18486493,13730,1346
Palos Verdes Estates,2014,17480368,13665,1279
Palos Verdes Estates,2013,17426068,13589,1282
Palos Verdes Estates,2012,17096044,13516,1265
Palos Verdes Estates,2011,17222586,13480,1278
Palos Verdes Estates,2010,17847098,14085,1267
Palos Verdes Estates,2009,18147413,14046,1292
Palos Verdes Estates,2008,17467939,14046,1244
Palos Verdes Estates,2007,17359754,14085,1232
Palos Verdes Estates,2006,16182866,14041,1153
Palos Verdes Estates,2005,14969182,14208,1054
Palos Verdes Estates,2004,14191368,14086,1007
Palos Verdes Estates,2003,20433744,13928,1467
Paradise,2019,24176379,4590,5267
Paradise,2018,22006619,26572,828
Paradise,2017,17708861,25841,685
Paradise,2016,18932010,25405,745
Paradise,2015,16838382,26235,642
Paradise,2014,17861573,26109,684
Paradise,2013,16283406,26063,625
Paradise,2012,14853528,26147,568
Paradise,2011,14909676,26316,567
Paradise,2010,15279477,26310,581
Paradise,2009,15901558,26287,605
Paradise,2008,15753336,26368,597
Paradise,2007,14037206,26299,534
Paradise,2006,11337191,26516,428
Paradise,2005,12778471,26500,482
Paradise,2004,12057362,26725,451
Paradise,2003,10692810,26695,401
Paramount,2019,45437230,55497,819
Paramount,2018,45107947,56000,805
Paramount,2017,41616644,55923,744
Paramount,2016,42492021,56400,753
Paramount,2015,40561508,55302,733
Paramount,2014,38880720,55051,706
Paramount,2013,45681388,54624,836
Paramount,2012,39607386,54368,729
Paramount,2011,40492021,54252,746
Paramount,2010,46891017,57989,809
Paramount,2009,43569627,57874,753
Paramount,2008,42303643,57969,730
Paramount,2007,39014374,58087,672
Paramount,2006,35490006,57805,614
Paramount,2005,30984193,58109,533
Paramount,2004,35404201,57736,613
Paramount,2003,30922513,57314,540
Parlier,2019,14458682,16151,895
Parlier,2018,11525280,15493,744
Parlier,2017,9569848,15500,617
Parlier,2016,11843791,15395,769
Parlier,2015,13324724,15095,883
Parlier,2014,13574800,15019,904
Parlier,2013,15424518,14873,1037
Parlier,2012,15786983,14826,1065
Parlier,2011,10396982,14656,709
Parlier,2010,11569776,13658,847
Parlier,2009,9704872,13555,716
Parlier,2008,8205337,13325,616
Parlier,2007,7741454,13080,592
Parlier,2006,8366805,12895,649
Parlier,2005,6458297,12709,508
Parlier,2004,6569060,12262,536
Parlier,2003,5762808,12167,474
Pasadena,2019,797014499,146312,5447
Pasadena,2018,740732126,144388,5130
Pasadena,2017,705386568,143333,4921
Pasadena,2016,736236374,141023,5221
Pasadena,2015,811969605,141510,5738
Pasadena,2014,723466341,140879,5135
Pasadena,2013,616159147,140020,4401
Pasadena,2012,605602771,139222,4350
Pasadena,2011,796458610,138915,5733
Pasadena,2010,624316425,151576,4119
Pasadena,2009,613363596,150185,4084
Pasadena,2008,654734560,148126,4420
Pasadena,2007,570573445,147262,3875
Pasadena,2006,499635082,146138,3419
Pasadena,2005,525614756,146166,3596
Pasadena,2004,531496054,144004,3691
Pasadena,2003,526849807,142202,3705
Patterson,2019,41060009,23764,1728
Patterson,2018,38560075,22679,1700
Patterson,2017,31465403,22730,1384
Patterson,2016,26773426,22590,1185
Patterson,2015,26868441,21094,1274
Patterson,2014,26853622,20922,1284
Patterson,2013,22390100,20846,1074
Patterson,2012,22529819,20634,1092
Patterson,2011,25880507,20560,1259
Patterson,2010,26255870,21251,1236
Patterson,2009,27563956,21168,1302
Patterson,2008,29531080,21229,1391
Patterson,2007,28480954,20875,1364
Patterson,2006,31497296,19269,1635
Patterson,2005,14952792,16158,925
Patterson,2004,10524398,14163,743
Patterson,2003,10380286,13670,759
Perris,2019,111143322,76971,1444
Perris,2018,111385878,77837,1431
Perris,2017,69053492,75739,912
Perris,2016,72815359,73722,988
Perris,2015,49464559,72908,678
Perris,2014,57389535,72103,796
Perris,2013,45972817,70963,648
Perris,2012,41235141,70180,588
